judul,url,sumber,tanggal,ringkasan,keyword,metode_scraping,konten
Komisi X DPR Dorong Syarat Peredam Suara di Lapangan Padel - SinPo.id,https://news.google.com/rss/articles/CBMikwFBVV95cUxQbV9ka2k4ZTFJU0pRZzVvRzJYMXNKUzNLREtEaVlBQ2lNNWszeU1CNjN4MGhWUkRLR1UxSk01OXF0QnhoNVZ0RUh2MmpZY29sR0pQLTV2UmdOdnU0OEtCNUxzeXZHbTl0LVJiWVcwaTNZTElDS0Y1blZEU3ZmMjBrQXpiT09pOFd0d3g5c3picVhNbkE?oc=5,SinPo.id,2026-02-20 07:58:00,Komisi X DPR Dorong Syarat Peredam Suara di Lapangan Padel&nbsp;&nbsp;SinPo.id,padel,google_news_7d,Komisi X DPR Dorong Syarat Peredam Suara di Lapangan Padel&nbsp;&nbsp;SinPo.id
"Tampung Keluhan terkait Lapangan Padel di Permukiman, Pramono Atur Operasional - MetroTVNews.com",https://news.google.com/rss/articles/CBMiuwFBVV95cUxQbjVva2NtQnZkVVF1NmIxSFpuSTJucVFPWC1WTU84UzdYTGhkU3lVTUl2U0kyV3RqQXROVm8tTFFoNEtwQmRHSTVMTDl0cnVOcnpFdWtXQVBJMjdqYWhoZ1FoRWl1Q3NFakVrMTAyU1RUOUV1LVBWSWRyQmhRX1dORl92Mjc0Ykp2VjlHcVZiLW1DWUZRd0tsTTV1NXRvS1hJbXpIWHF0c2FycmNGSFNaOGRxNTNOTVQyM19B?oc=5,MetroTVNews.com,2026-02-24 03:11:51,"Tampung Keluhan terkait Lapangan Padel di Permukiman, Pramono Atur Operasional&nbsp;&nbsp;MetroTVNews.com",padel,google_news_7d,"Tampung Keluhan terkait Lapangan Padel di Permukiman, Pramono Atur Operasional&nbsp;&nbsp;MetroTVNews.com"
Penindakan Lapangan Padel Tak Berizin Dilakukan Bertahap - Tempo.co,https://news.google.com/rss/articles/CBMimwFBVV95cUxQTTM4bmR5VFJMdFZoeTlTMkMxdlE0U2ZYaG1KNEtiWWZ5azBiQl9ma1A4M0RMSl9HZTZzSHgyVGI1bTI0akJUTkdwNjFwdkRoN2doY1R4NlFsTk12eU9EVTBta1A1OVVzWVhRYWw1dGVJYlZvRFdNSnlvOWt4ckhZUnp0N2tNS21yeWFxOEdldGE4ZUpvV0NyUS1hcw?oc=5,Tempo.co,2026-02-25 08:13:00,Penindakan Lapangan Padel Tak Berizin Dilakukan Bertahap&nbsp;&nbsp;Tempo.co,padel,google_news_7d,Penindakan Lapangan Padel Tak Berizin Dilakukan Bertahap&nbsp;&nbsp;Tempo.co
"Dikeluhkan Warga, Pemprov DKI Jakarta Bakal Evaluasi Operasional Lapangan Padel - SinPo.id",https://news.google.com/rss/articles/CBMirgFBVV95cUxNTmc5RGozUy1WMHMtOEt5elpxQi13QzlkYWZNSFdhaE14R091WC1SSk9IeDNPSmdPSlVmVDNVaHNMMGdqNU4xSm1PTkNFNEhYWG1ENTdzTTRKblJrbUlyZENSbzg3bWpJTGZybC1mcXBqb1ZLUUpWOE1IOXRySTFaVlFnRWdNYkxieHNZeDNVQ3NnZ0NWeUpwVUtWclRQbDk3QUphMkhYZEN4cEdSbUE?oc=5,SinPo.id,2026-02-19 20:16:52,"Dikeluhkan Warga, Pemprov DKI Jakarta Bakal Evaluasi Operasional Lapangan Padel&nbsp;&nbsp;SinPo.id",padel,google_news_7d,"Dikeluhkan Warga, Pemprov DKI Jakarta Bakal Evaluasi Operasional Lapangan Padel&nbsp;&nbsp;SinPo.id"
Gubernur Tindak Lapangan Padel Tak Berizin - Kompas.id,https://news.google.com/rss/articles/CBMifEFVX3lxTFBhakdVYVlPRnM4WEN4YnFSX251V3QzbGlBWXVWZmFOMGpQYllDdUtVUjFqNmwxZGlXd1dyMnVZa1lEUm12ZU5yN0pXQ2EyVHBHZVRSV2JxdlRGM3lHWlRvaDdueVZ6YVZJSm9DS29remU1T29SQS1rS3R2TnY?oc=5,Kompas.id,2026-02-22 01:00:00,Gubernur Tindak Lapangan Padel Tak Berizin&nbsp;&nbsp;Kompas.id,padel,google_news_7d,Gubernur Tindak Lapangan Padel Tak Berizin&nbsp;&nbsp;Kompas.id
"Pramono Batasi Izin Baru Lapangan Padel, Tak Punya PBG Wajib Tutup - CNBC Indonesia",https://news.google.com/rss/articles/CBMiwgFBVV95cUxPbGxHU1JUT29JNGRPZjU2cFdaTldCV1pQRUpxRFVtYVluTmN4dXp5Z0d0WG14UmlIZkxDSERjX1FENTNXd1hleFcwRzN0VEhTMUFKREtsMHE2VmlXQjVlQU5sZUFzbU51Ym5rMU51Y3J4YlhDYW8xSlA5WHpfVHYyeks0cFFRckpnaDFrSl9NXzFHUUg3RllCR3RkX0dPRkU1dFpZMVFOX1ZQMThrNTVfQUtQaTNucDZXSmctSjliaXpqd9IBxwFBVV95cUxQR1R5VkRxaUNsQzk1a1ZPcW5wQ3dqOGVJaDMwcFZNZGlLN1BncWJrR25yT2tFaHl1d1BXTDVKRTZqWHIzbDU3Z3NYdVM2SFpydTZpZmt3ZERLT2t6d0RZSWVkQktyS1hVSEhmQ0cxYjlNNm45aFVnSFY4Ui1qTGxub29GNjV1WC1oQ1lJaGo4NkxzQktFQkxDQWJNWG83NUlfMmZ6UXpCWDN5TTFxUWxhNVppcjBhVWFBbjdVZkVpazN5Q193b3Rz?oc=5,CNBC Indonesia,2026-02-24 07:08:42,"Pramono Batasi Izin Baru Lapangan Padel, Tak Punya PBG Wajib Tutup&nbsp;&nbsp;CNBC Indonesia",padel,google_news_7d,"Pramono Batasi Izin Baru Lapangan Padel, Tak Punya PBG Wajib Tutup&nbsp;&nbsp;CNBC Indonesia"
185 Lapangan Padel di Jakarta Tak Kantongi Izin PBG - Tempo.co,https://news.google.com/rss/articles/CBMilAFBVV95cUxPNS1vNkFaczdiS0c5Ml9HVzNYek9iek5uWWRYU1FWNXBaX3RndDFjaEQ2NXkxRDd2TjgxWTFYVkQtekJMWlZ0NnEwazBiLTJFek13ODlWcGdpQkRpd1BrUkdNYmJmRE5XRWdlRUNwYUNWdWdZN0EyamR4eHA1cnYtWm5jNWN1Q21sZDE1OHJSaXhsNGYz?oc=5,Tempo.co,2026-02-25 06:34:10,185 Lapangan Padel di Jakarta Tak Kantongi Izin PBG&nbsp;&nbsp;Tempo.co,padel,google_news_7d,185 Lapangan Padel di Jakarta Tak Kantongi Izin PBG&nbsp;&nbsp;Tempo.co
Pemprov DKI Diminta Tindak Tegas Lapangan Padel yang Langgar Tata Ruang - SinPo.id,https://news.google.com/rss/articles/CBMipAFBVV95cUxQUlRsRlJ2OFpINmJpRjloRWlVZHNKQWJzREhpX3djNklidFNIYzVfcjYtWHdFcGlsZWNWak9EUjAxa0ZBQWwxcG1lSWI3NFJXTlp4QnR2ZDVtOWRzSUtaeEp6ZW55czBSNGEwS2l2Nm9vam9NcE9ZYVFwQmZCWlhqUHlWOFV4Mm05bXl4bjZzMkVvUXZxTFZnVUZiSUgwOWdBZW44VQ?oc=5,SinPo.id,2026-02-25 09:11:00,Pemprov DKI Diminta Tindak Tegas Lapangan Padel yang Langgar Tata Ruang&nbsp;&nbsp;SinPo.id,padel,google_news_7d,Pemprov DKI Diminta Tindak Tegas Lapangan Padel yang Langgar Tata Ruang&nbsp;&nbsp;SinPo.id
Pemprov DKI Bakal Tindak Tegas Lapangan Padel Bising di Pemukiman - MetroTVNews.com,https://news.google.com/rss/articles/CBMiqwFBVV95cUxPZnVtbHBvaklYQ3NlQkZaN01YamJzTWVXWGxyUU84VngyX3B3Y1RCckJRZW5KRTJJak9QeTI3a3Uwcm54elFKVXl6dVBic2h0U0h2d25WS0I5RF9ZY2czTUYxcFBpdUEwWFNsWXlVRTVWZTBlZXAwTGZwR1JmSFZFWVF3LXQ5YmZmejZBT3FvS25KNVZqQ0U0WExtRTVhVXpwbUZ5NFFiWlU0OG8?oc=5,MetroTVNews.com,2026-02-19 07:07:36,Pemprov DKI Bakal Tindak Tegas Lapangan Padel Bising di Pemukiman&nbsp;&nbsp;MetroTVNews.com,padel,google_news_7d,Pemprov DKI Bakal Tindak Tegas Lapangan Padel Bising di Pemukiman&nbsp;&nbsp;MetroTVNews.com
Lapangan Padel Gratis Dibuka untuk Masyarakat di Taman Bendera Pusaka - SinPo.id,https://news.google.com/rss/articles/CBMiogFBVV95cUxPb0llRENsNndlNlliY2tfUVFJYnlTZ2RaUE0tSkFuMk1wZjcyTVROSE9NMjNmM2xnQ05ZaFZ2ODZyQ3c3QkRCSXoyWW54RTFPLTl4T1lCMmhIcldTZkVjWXB5d2E2b3ZIVW8tS0FXNDU1aVY2MS1JaVNfNHRkaU14bkpfVkhxWDZSMXlJUW16SHZkN2RReHlRSlZOZ0tWUmhkS3c?oc=5,SinPo.id,2026-02-24 12:12:00,Lapangan Padel Gratis Dibuka untuk Masyarakat di Taman Bendera Pusaka&nbsp;&nbsp;SinPo.id,padel,google_news_7d,Lapangan Padel Gratis Dibuka untuk Masyarakat di Taman Bendera Pusaka&nbsp;&nbsp;SinPo.id
Pramono bakal Gelar Rapat Bahas Perizinan Padel di Jakarta - MetroTVNews.com,https://news.google.com/rss/articles/CBMiogFBVV95cUxOdm1jc2dYbFlDVmpXZUJNdUlyOFNDbjVXTjA0YUxKR2Y4X1E4NGFHRVVpVUVWbjhibHJiY21lYWY5cEsybDIxYTZlS09PZWZrM21UQjlXRUw4TEVXVjhyT3ZfRmRWcGk5YzRRaU5sYWNyV3lyX1MwRG5ub0QtNEdIZDk2QU5EWjM0M2FSU01rTlJ4X0ZJcV9Ja0Z3NlFvTzFnc2c?oc=5,MetroTVNews.com,2026-02-19 06:01:17,Pramono bakal Gelar Rapat Bahas Perizinan Padel di Jakarta&nbsp;&nbsp;MetroTVNews.com,padel,google_news_7d,Pramono bakal Gelar Rapat Bahas Perizinan Padel di Jakarta&nbsp;&nbsp;MetroTVNews.com
"Jakarta Setop Izin Baru Lapangan Padel, Warga Teriak Ini ke Pramono - CNBC Indonesia",https://news.google.com/rss/articles/CBMiwwFBVV95cUxNRi1idGxSVll6RWdqTE50R1JOeml1Y3Z3YTZDWUdSa3FpaWdrZWthMzRzM2VoM0p1VVJLZWM0SFh0TkxyOWZFcGJza29aMjJJMm5tR2dzWHVkTzJ4SFlzaTM2ZzdzMjFpV2lPQ0tpODhiVFV1djJ6NUdSRW9Jck5DdFNCTlJLcHhlcmc0UGoxNjRtalNZS0NfdkRsbFduZHpTU2dEdDVWQTdkVlZkTTNsQ0ZzZ3poRGpGQUVpd1JzNGtxZjjSAcgBQVVfeXFMUDVZYlNwNGZ2NVNZa2hNR1YxNzlSQnZvWkthcldQTi1IODJLQnB0ZW5lNnhRbFNYTk9QcFd1Y0pqTmxXR0VIc1U5TWxLRThUYVBpcDczX0FES2FsZ3FRcmJrbFpRdF92Q2QzdlVReDVzQVRHUWlCUnEwd0s1NUcxSEFzc2Q0RUh1N2FNVVhoUncwXzNyUzEzQi1Fdi1RVGR6bmhxM05XQkNtYkN3dWpRNUMzT3h5RmJtcVY3bWVQSlFMYmFObmszWWw?oc=5,CNBC Indonesia,2026-02-24 07:27:55,"Jakarta Setop Izin Baru Lapangan Padel, Warga Teriak Ini ke Pramono&nbsp;&nbsp;CNBC Indonesia",padel,google_news_7d,"Jakarta Setop Izin Baru Lapangan Padel, Warga Teriak Ini ke Pramono&nbsp;&nbsp;CNBC Indonesia"
Padel Tak Lagi Jadi 'Primadona Kota Jakarta' - detikNews,https://news.google.com/rss/articles/CBMiigFBVV95cUxNSHdlVVUtS3NJQmxJUlZucGtyb19qbS1ZaXhCZUhpQUVOTjNCaVUyZEg3VGhDWTJQY1dMSVNoZXF5dUtwUUUtMXQ1d21XQ2JaTzh1Y0Vzc2VoUDNCdmIxSTNHeF9wbnBQaTg1VkxGZ1BPVGxjMWR1c29FQmhFeG1uQkpRLTM4Q3IyUmfSAY8BQVVfeXFMTXQyVE1YRHFra1RyTWpvZENYa0cwMERYZERIZVV0RkpKOHRvakFGdHBMb2UzWEdfRkNlQjhvcUlDbjFzcGFKeDdVbmJDRTBMQTBScUdhdGNaZUlFMk13SEpsazRLa1dCZF9GVjVvTTdoRXREYnN5ajE1Rmg4ZzA2ZV9td19McWpXb3hpclAyTTA?oc=5,detikNews,2026-02-25 00:58:00,Padel Tak Lagi Jadi 'Primadona Kota Jakarta'&nbsp;&nbsp;detikNews,padel,google_news_7d,Padel Tak Lagi Jadi 'Primadona Kota Jakarta'&nbsp;&nbsp;detikNews
Pramono Tegaskan Main Padel di Kawasan Padat Penduduk Harus Tertib - MetroTVNews.com,https://news.google.com/rss/articles/CBMirAFBVV95cUxQMmJTaGZnZ1c3MDREZG05eldraUoyR191VDFMMXVJbThvOWdFQ1Vfa0Y1akc2WWZITnpXX1F5SWdlMUhUT3NjbVZ3d0tfUGlSRnlfQ3c4eDlWUE5OOUwxYkVZYW5vZjE3OEdpRTNhLVJTeGlEc19wdFcwdnIxa0dmWTh1ZkJWRElsY3o5Zmg3MlF1alpaUzNlWjdpM042UnV2ZEtaa2YxTmFwWkxr?oc=5,MetroTVNews.com,2026-02-23 06:11:05,Pramono Tegaskan Main Padel di Kawasan Padat Penduduk Harus Tertib&nbsp;&nbsp;MetroTVNews.com,padel,google_news_7d,Pramono Tegaskan Main Padel di Kawasan Padat Penduduk Harus Tertib&nbsp;&nbsp;MetroTVNews.com
Pramono Larang Pembangunan Lapangan Padel Baru di Kawasan Permukiman - SinPo.id,https://news.google.com/rss/articles/CBMioAFBVV95cUxOUnpYa2M2ZHRGRjBUd091NzRSZHFDSDlaQlpqeVBUc1RpUHZDWnJQbHlMamp4bDNROTcxdi1Yc1Qydy1VWFVWbXk5ZllYWEV2VzZ4WWNTNms4MzdlYzhlLURLUENBbUpVc0xLTXh1TlFab1BBczdEbDd0UE5mUDY0ejJ5OWJ2bERkbjJGQkZYZVAtT1J6TVB3S2xyaGtIUHhh?oc=5,SinPo.id,2026-02-24 11:07:00,Pramono Larang Pembangunan Lapangan Padel Baru di Kawasan Permukiman&nbsp;&nbsp;SinPo.id,padel,google_news_7d,Pramono Larang Pembangunan Lapangan Padel Baru di Kawasan Permukiman&nbsp;&nbsp;SinPo.id
Deretan Spanduk Desak Penutupan Padel di Pemukiman Warga Pulomas - CNBC Indonesia,https://news.google.com/rss/articles/CBMiwAFBVV95cUxNTWlocUJBb2VWR2F2S0xMcHdQcUJ0dTJldlNFSC1uM01PdVRENmVQRFRnLUlRSkpOM1RwdFdSWmpQamRMLWxJYmVUUVNucHRHVlIxbUFQdUl5c3BBei1XNU1SSEFuYjBBYzhnZEx2SEx3RElYN25NcDB6eTdMVmdXYkdRRzkwdW9JMERzeUZ6b2lQNVBHZkVxS1UyVmtGdkdJa2ljeC1wQzVFdFFrMGk5bjFwV2twM2VRU08xek9lSGbSAcYBQVVfeXFMUENjb2I1Y3R5YWhKRFhxcE1iMElrbkJTV2pJeHd4WURaV1RBSWJ2U1BJdkk5MjhKZHcxcE15VG5TMnFDWGNaM2cyNXBTRjZ3aXdGSVZZWVdBVG9yYWczRXA2ZDJjeHBZeGUyU1lVQS05RU83S1RxYzNlWUxRdXB0c1lndjJmU1JoWkRSM3JaQ0ZGckhGY1lGa3oxaG05VDBKcHFqV3R6Y3U0dzI0SnRONnBiWWFyNnRsZmpLbXM3enhXbk9WWDNB?oc=5,CNBC Indonesia,2026-02-24 12:55:00,Deretan Spanduk Desak Penutupan Padel di Pemukiman Warga Pulomas&nbsp;&nbsp;CNBC Indonesia,padel,google_news_7d,Deretan Spanduk Desak Penutupan Padel di Pemukiman Warga Pulomas&nbsp;&nbsp;CNBC Indonesia
"Warga Protes Lapangan Padel di Tengah Pemukiman Pulomas, Diduga Langgar Izin - MetroTVNews.com",https://news.google.com/rss/articles/CBMiuAFBVV95cUxOMEZ2X0FTdjQtLXE0ODNnbl9qci0yTGNLRURuWTU0d3huc3QxdVpSNVlpY2JFYXVfQUlZLXZCbGtfUTViczF6aVJpa0pWUXNxX2hkTlhoeFJZWTAzZ3lQd0lKQ09ES3BIQVVtYi1qZGxteGl0VUJNWkJjQlA1b3F5cXBNM2phZ0gwY1prNV9HREI3VkZicEZWb2d4LWpPTzZ3b2h1eEV4MXljckFHQ25MSGZyUGxKc2o4?oc=5,MetroTVNews.com,2026-02-21 09:42:02,"Warga Protes Lapangan Padel di Tengah Pemukiman Pulomas, Diduga Langgar Izin&nbsp;&nbsp;MetroTVNews.com",padel,google_news_7d,"Warga Protes Lapangan Padel di Tengah Pemukiman Pulomas, Diduga Langgar Izin&nbsp;&nbsp;MetroTVNews.com"
"Aturan Baru, Lapangan Padel di Jakarta Wajib Pasang Peredam Suara - MetroTVNews.com",https://news.google.com/rss/articles/CBMiqgFBVV95cUxQaGRJRjNOd0pLOC0zdFdtb2NPbzVxZWY3UWkyZktOQTk5X3VUR3NjTmJvajZNVVlCOS1ZS0JvUHZVVDFINDdoa3pRZnpVQW1McWliZGdIam1uUF9ENFdQSVBfSzdNbk9saE5FRWZjLTBHSDQ1UXhLM0Q1dFM5N2RuM0tWOU1xSDJsTHhFZl9vbmRZMjZia3BUbDEwWFgwV2N5TDhIaUFMVVhjZw?oc=5,MetroTVNews.com,2026-02-24 06:32:27,"Aturan Baru, Lapangan Padel di Jakarta Wajib Pasang Peredam Suara&nbsp;&nbsp;MetroTVNews.com",padel,google_news_7d,"Aturan Baru, Lapangan Padel di Jakarta Wajib Pasang Peredam Suara&nbsp;&nbsp;MetroTVNews.com"
Gaduh kebisingan padel: Ini 5 aturan baru di Jakarta termasuk lokasi pembangunan - CNA.id,https://news.google.com/rss/articles/CBMifkFVX3lxTFBrNzdsWFQwTmNxeHBRWUhNcWhxaENpUU5PaDlWOFhoZVk3THdoa3A5S3BKRXppR01hZVVNOThOUU9SNXZLQjRZUWxFSFBVUTVWckdOSHZLYmkwS0hhclMtbWhxMVROenZId0tMN3ZsQ1A4aXNxOEpUOGFpclpydw?oc=5,CNA.id,2026-02-25 03:10:56,Gaduh kebisingan padel: Ini 5 aturan baru di Jakarta termasuk lokasi pembangunan&nbsp;&nbsp;CNA.id,padel,google_news_7d,Gaduh kebisingan padel: Ini 5 aturan baru di Jakarta termasuk lokasi pembangunan&nbsp;&nbsp;CNA.id
"Bising hingga malam, Gubernur Pramono tertibkan jam operasi lapangan padel - CNA.id",https://news.google.com/rss/articles/CBMiggFBVV95cUxQeGlMOGtONDdETTh3Yk5jNUoyMzRKVWwzRldqcTZzVklMV0dUbFpURGZDLUQzLXNwYjMwdkRmRVNLRHd2bHpMRTJ4NEhGU1ZNRlpVWGp3VFhpMms4OWJ3WDV5c2Zjb0dsNzZONVI4bmwyeC1zVXgzaTROSFdYQnJpNVJn?oc=5,CNA.id,2026-02-23 07:46:04,"Bising hingga malam, Gubernur Pramono tertibkan jam operasi lapangan padel&nbsp;&nbsp;CNA.id",padel,google_news_7d,"Bising hingga malam, Gubernur Pramono tertibkan jam operasi lapangan padel&nbsp;&nbsp;CNA.id"
Pemprov DKI: 185 Lapangan Padel di Jakarta Tak Berizin PBG - SinPo.id,https://news.google.com/rss/articles/CBMikgFBVV95cUxNTE5Jazd4enVwc0loNUZ0X0plblhfaVZrb0NuYnNSX2xuVko4ZFRBTzJKVTV5c3lmRU8zVHlBR1JRMGRmeFFhZGtrRHl5WDByQ1hVYTFwZWx3dUhUWHJKd2FCM0lYc2hhNlkwWkttTlJ2aXR3ZTJaTVNuT3Ryd1B6VE5pSnIwRFg3ZUNXbzZjbFI2UQ?oc=5,SinPo.id,2026-02-25 15:08:00,Pemprov DKI: 185 Lapangan Padel di Jakarta Tak Berizin PBG&nbsp;&nbsp;SinPo.id,padel,google_news_7d,Pemprov DKI: 185 Lapangan Padel di Jakarta Tak Berizin PBG&nbsp;&nbsp;SinPo.id
Pemprov DKI Akan Atur Jam Main Padel Usai Keluhan Warga Soal Kebisingan - SinPo.id,https://news.google.com/rss/articles/CBMipAFBVV95cUxPVGsxWjhyY3JhdkRJdHdWdUVqWXhVNVFuZFhCb2xHRDJIT1NXbld3MVJEX1BDMTI3YmctTU16eTF1dVItNi12Yk40cFhQY2lOZERtNnhSUk91YzMwQWtXT09ac2FoVGFkVm44OEhtcWJUTTVRYWJteWRiLU9NbzFNSHlrZ1Q2dk4zdEpmb1pFTnY3QTdZOXZSWVRVd0Y4QklCV1lLcQ?oc=5,SinPo.id,2026-02-23 08:16:00,Pemprov DKI Akan Atur Jam Main Padel Usai Keluhan Warga Soal Kebisingan&nbsp;&nbsp;SinPo.id,padel,google_news_7d,Pemprov DKI Akan Atur Jam Main Padel Usai Keluhan Warga Soal Kebisingan&nbsp;&nbsp;SinPo.id
185 Lapangan Padel di Jakarta Ternyata Tak Punya Izin Bangunan - MetroTVNews.com,https://news.google.com/rss/articles/CBMipwFBVV95cUxNdll6NDU5Z2F3RHlyU0Y0R0h1QmpxX3RXNXFSODFqR1d5VnJiZU1ZbEZaVVZRQWg0VjhKbk9IcUJuOWQycHU4aXJKMW1ISU0tcGhCLVlVcmM5OE4tc1EtUFpGRkdPRnpQcjBydkQ0VEtiVDltRk1UNDI2UDNIRlU5N3l4TFQtOGtacHhwWjRtUUJwa2pKWFVxcF91RTdXYXM0MlF1eVdzbw?oc=5,MetroTVNews.com,2026-02-25 05:06:51,185 Lapangan Padel di Jakarta Ternyata Tak Punya Izin Bangunan&nbsp;&nbsp;MetroTVNews.com,padel,google_news_7d,185 Lapangan Padel di Jakarta Ternyata Tak Punya Izin Bangunan&nbsp;&nbsp;MetroTVNews.com
"Dikeluhkan Warga, Pihak Padel Haji Nawi Batasi Jam Buka Selama Ramadan - MetroTVNews.com",https://news.google.com/rss/articles/CBMisAFBVV95cUxNYTlNZHRfRWN2clQyY0RDWWpqX0NGbjA4M3pJOXZWckxtSlZCd0dzaGNzbWs0VjlfYktaeFUtNlNuZ3ZUYW1VdWk5S1dNZEh5WWRyMk5zdDNtZ3hmRnM1Sk9xVXlrdjFiQW45TC1YT2xWTVZ6QzFLRUZ3VHF4WDBobU85TlRXRW1zRkwtSl9GYXVtWVB0T2lic00zbDVhZHd3ejFvVDFteVBSbUw2ZVRhdQ?oc=5,MetroTVNews.com,2026-02-19 12:13:39,"Dikeluhkan Warga, Pihak Padel Haji Nawi Batasi Jam Buka Selama Ramadan&nbsp;&nbsp;MetroTVNews.com",padel,google_news_7d,"Dikeluhkan Warga, Pihak Padel Haji Nawi Batasi Jam Buka Selama Ramadan&nbsp;&nbsp;MetroTVNews.com"
"Datangi Balai Kota, Warga Desak Penutupan Lapangan Padel di Permukiman - MetroTVNews.com",https://news.google.com/rss/articles/CBMisAFBVV95cUxOWUpNaTZCVTJ3Rm5qOV9TRjJHQmlrbTNRbEozc28wa1RDZEhwblNTYXg2cGtHNWlzZ3FMczFySGJQWDA0RGdtZ0l5bS1aODlOUVZsTm5TMV9pd29hbld4VDg2RmJNMnkzUFBIMnZQdGhDOHAwX2tKRW5XekN2cUtVM0ZjU1ZOX0JJNnNWNnVVMlFXNm1pLXhLRThwdUZUSnZ4bGhHSWFxRE9mS3RCYjc3RQ?oc=5,MetroTVNews.com,2026-02-24 09:19:41,"Datangi Balai Kota, Warga Desak Penutupan Lapangan Padel di Permukiman&nbsp;&nbsp;MetroTVNews.com",padel,google_news_7d,"Datangi Balai Kota, Warga Desak Penutupan Lapangan Padel di Permukiman&nbsp;&nbsp;MetroTVNews.com"
Perizinan padel di Jakarta segera dibahas - ANTARA News,https://news.google.com/rss/articles/CBMiiwFBVV95cUxQaEtuZzJCUG5jRXZ6NEc5VlFtc1ZNREMxOURka3lhQTFGaFR0ZXc0b3Y4ZUdxTlRKOWRsakJKUU1SMzVXbkhqLWd2c0E2QzcwNFNRMnVOMDgtZ0dDUjFiYWZuRXkxaHNQX0dwZ25TdndlSjg3cXRZQ0thOEhJeFktNnFmdjk0NzBDV1N30gGOAUFVX3lxTFA0UzNUNXU5bjR2X3V3TXlVWkZvRzNmN2V3eGxlTW9nS1FUNDBIOWNTMEpQU2JZX25qTXJlYmxsMUFQVy1NcVEwQmRyY3c4M0ZuV0ZiUjNBXzY2VmhMdThmVEJtQVNKT2JjTjJmNFpsMHEtYV9TTFhCSWxINkZ3bzJaU3hCV1U2clE4MUV4b0E?oc=5,ANTARA News,2026-02-19 05:03:47,Perizinan padel di Jakarta segera dibahas&nbsp;&nbsp;ANTARA News,padel,google_news_7d,Perizinan padel di Jakarta segera dibahas&nbsp;&nbsp;ANTARA News
Pemkot Jaktim Panggil Sejumlah Instansi soal Lapangan Padel di Pulomas - MetroTVNews.com,https://news.google.com/rss/articles/CBMisgFBVV95cUxQcDF0bGNvRUN1eE9KRlZaajNXSEIyOWNBcE1CRkZZT2pzcmpDcThSWTZsX2hNbzdRaG11Um80eE5mWml0SDBjV1k0UmRZZTF0QzhqMFpvQ3ZoN1ZlS2pJUGJqX2E3c1M2RktPSEZYN2VmLTNfdXVMNy1UdXRoMU5WdFRwTzdha1JJekxjdThiV3pqSE0wQk5MVDRZR0RoME9DVE5uOG1WZThENm9hWmFNMy1R?oc=5,MetroTVNews.com,2026-02-23 09:26:23,Pemkot Jaktim Panggil Sejumlah Instansi soal Lapangan Padel di Pulomas&nbsp;&nbsp;MetroTVNews.com,padel,google_news_7d,Pemkot Jaktim Panggil Sejumlah Instansi soal Lapangan Padel di Pulomas&nbsp;&nbsp;MetroTVNews.com
"Lapangan Padel Dekat Pemukiman Bikin Resah Warga, Ini Kata Pramono - MetroTVNews.com",https://news.google.com/rss/articles/CBMiqwFBVV95cUxPc0QyajRuNXVqaG9PbEhaN1BWZXJNSjI0Z0ZNWXJzeUZFNms1RmVpQkEzaFVxdFpRRzFUUzNveUdIblJzR3h5R09BYTl1bC1LRXczNWMtMmF4RWc4NVRub3AxejE2SGlMOU5QZ2Jab3hTcU1HcGZGaTZlY1hjQmw0MFNZaXhUeHBBUHRmRm9yQ25KOUdTaXNjU0puU2N6Vm5pUVlVa1M5U3kycmM?oc=5,MetroTVNews.com,2026-02-21 11:17:14,"Lapangan Padel Dekat Pemukiman Bikin Resah Warga, Ini Kata Pramono&nbsp;&nbsp;MetroTVNews.com",padel,google_news_7d,"Lapangan Padel Dekat Pemukiman Bikin Resah Warga, Ini Kata Pramono&nbsp;&nbsp;MetroTVNews.com"
Manajemen Padel Cilandak Tunggu Kepastian Aturan di Zona Komersial - MetroTVNews.com,https://news.google.com/rss/articles/CBMirAFBVV95cUxOb1BMeXR3aWJKRW5FWXZaLU1vVlY1cnRrM2pvRV9zQTNVbk0zODVDSlRQWEZ4MWJPa05zLVVDU2NSa1RzZno1YkpTUWdLSXFTT2pXQTI5cUY2WW1WdHhpQnJjTzlLWWdOZHJXaTdsOGFfdzNOSTIxdEJ0MWFyWm9ONkJqWkdWc3NBZXZsUXVlVnhBcVI2bmdmU2tzOGNiaVI3YXZQUHZMYXk4N0Jx?oc=5,MetroTVNews.com,2026-02-25 07:30:47,Manajemen Padel Cilandak Tunggu Kepastian Aturan di Zona Komersial&nbsp;&nbsp;MetroTVNews.com,padel,google_news_7d,Manajemen Padel Cilandak Tunggu Kepastian Aturan di Zona Komersial&nbsp;&nbsp;MetroTVNews.com
